,id,family,genus,species,content,filename,image_height,image_width
4338,72514,Scrophulariaceae,Verbascum,Verbascum thapsus L.,Entire,72514.jpg,800,600
4340,72533,Rosaceae,Crataegus,Crataegus monogyna Jacq.,Entire,72533.jpg,800,450
4341,72553,Orchidaceae,Ophrys,Ophrys apifera Huds.,Flower,72553.jpg,800,758
4342,72561,Campanulaceae,Campanula,Campanula glomerata L.,Flower,72561.jpg,627,800
4343,72590,Geraniaceae,Geranium,Geranium robertianum L.,Flower,72590.jpg,600,800
4344,72639,Ericaceae,Rhododendron,Rhododendron ferrugineum L.,Flower,72639.jpg,800,532
4347,72700,Amaryllidaceae,Narcissus,Narcissus pseudonarcissus L.,Flower,72700.jpg,533,800
4348,72704,Rosaceae,Rosa,Rosa pendulina L.,Entire,72704.jpg,600,800
4349,72727,Orchidaceae,Ophrys,Ophrys lutea Cav.,Entire,72727.jpg,800,600
4350,72751,Orchidaceae,Ophrys,Ophrys lutea Cav.,Flower,72751.jpg,600,800
4352,72791,Campanulaceae,Campanula,Campanula trachelium L.,Flower,72791.jpg,703,800
4353,72801,Iridaceae,Iris,Iris lutescens Lam.,Entire,72801.jpg,485,800
4354,72812,Amaryllidaceae,Narcissus,Narcissus dubius Gouan,Flower,72812.jpg,751,800
4355,72839,Campanulaceae,Campanula,Campanula persicifolia L.,Entire,72839.jpg,800,459
4356,72854,Geraniaceae,Geranium,Geranium molle L.,Entire,72854.jpg,692,800
4359,72917,Campanulaceae,Campanula,Campanula scheuchzeri Vill.,Entire,72917.jpg,614,800
4361,7293,Iridaceae,Iris,Iris lutescens Lam.,Flower,7293.jpg,600,800
4362,72951,Geraniaceae,Geranium,Geranium robertianum L.,Entire,72951.jpg,600,800
4364,72979,Orchidaceae,Ophrys,Ophrys aranifera Huds.,Flower,72979.jpg,800,533
4365,7305,Campanulaceae,Campanula,Campanula persicifolia L.,Flower,7305.jpg,600,800
4367,73104,Scrophulariaceae,Verbascum,Verbascum thapsus L.,Flower,73104.jpg,800,601
4369,73171,Geraniaceae,Geranium,Geranium molle L.,Entire,73171.jpg,800,600
4370,73174,Amaryllidaceae,Narcissus,Narcissus pseudonarcissus L.,Flower,73174.jpg,669,800
4371,73197,Scrophulariaceae,Verbascum,Verbascum blattaria L.,Entire,73197.jpg,800,600
4373,7321,Amaryllidaceae,Narcissus,Narcissus dubius Gouan,Entire,7321.jpg,800,600
4374,73210,Rosaceae,Crataegus,Crataegus azarolus L.,Entire,73210.jpg,800,600
4375,73215,Campanulaceae,Campanula,Campanula scheuchzeri Vill.,Entire,73215.jpg,600,800
4377,73248,Scrophulariaceae,Verbascum,Verbascum pulverulentum Vill.,Entire,73248.jpg,800,366
4378,73268,Iridaceae,Iris,Iris pseudacorus L.,Entire,73268.jpg,800,600
4379,73280,Orchidaceae,Ophrys,Ophrys bertolonii Moretti,Flower,73280.jpg,600,800
4381,73306,Amaryllidaceae,Narcissus,Narcissus assoanus Dufour,Flower,73306.jpg,800,600
4382,73314,Orchidaceae,Ophrys,Ophrys arachnitiformis Gren. & M.Philippe,Flower,73314.jpg,686,800
4383,73330,Oleaceae,Jasminum,Jasminum fruticans L.,Flower,73330.jpg,600,800
4384,7334,Geraniaceae,Geranium,Geranium columbinum L.,Flower,7334.jpg,800,800
4385,73344,Campanulaceae,Campanula,Campanula scheuchzeri Vill.,Flower,73344.jpg,800,536
4386,73359,Campanulaceae,Campanula,Campanula scheuchzeri Vill.,Entire,73359.jpg,800,600
4387,73374,Ericaceae,Rhododendron,Rhododendron ferrugineum L.,Entire,73374.jpg,600,800
4388,73375,Campanulaceae,Campanula,Campanula rhomboidalis L.,Flower,73375.jpg,555,800
4391,73437,Geraniaceae,Geranium,Geranium molle L.,Flower,73437.jpg,533,800
4392,73439,Campanulaceae,Campanula,Campanula rotundifolia L.,Flower,73439.jpg,686,800
4395,73519,Rosaceae,Rosa,Rosa canina L.,Flower,73519.jpg,533,800
4396,73555,Iridaceae,Iris,Iris foetidissima L.,Flower,73555.jpg,587,800
4400,73713,Geraniaceae,Geranium,Geranium sanguineum L.,Flower,73713.jpg,503,800
4404,73749,Rosaceae,Rosa,Rosa canina L.,Flower,73749.jpg,532,800
4405,73755,Geraniaceae,Geranium,Geranium phaeum L.,Entire,73755.jpg,800,546
4406,7387,Orchidaceae,Ophrys,Ophrys virescens Philippe,Flower,7387.jpg,800,535
4407,73883,Ericaceae,Rhododendron,Rhododendron ferrugineum L.,Entire,73883.jpg,600,800
4408,73901,Scrophulariaceae,Verbascum,Verbascum blattaria L.,Flower,73901.jpg,639,800
4409,73911,Orchidaceae,Ophrys,Ophrys lutea Cav.,Entire,73911.jpg,800,697
4411,73925,Orchidaceae,Ophrys,Ophrys lutea Cav.,Flower,73925.jpg,579,800
4412,73934,Scrophulariaceae,Verbascum,Verbascum thapsus L.,Entire,73934.jpg,800,533
4413,73939,Scrophulariaceae,Verbascum,Verbascum thapsus L.,Flower,73939.jpg,800,533
4414,73944,Liliaceae,Tulipa,Tulipa sylvestris L.,Flower,73944.jpg,600,800
4420,73994,Scrophulariaceae,Verbascum,Verbascum pulverulentum Vill.,Flower,73994.jpg,800,535
4423,74091,Orchidaceae,Ophrys,Ophrys virescens Philippe,Flower,74091.jpg,472,800
4425,74114,Orchidaceae,Ophrys,Ophrys scolopax Cav.,Flower,74114.jpg,800,600
4427,74168,Iridaceae,Iris,Iris lutescens Lam.,Entire,74168.jpg,600,800
4428,74189,Orchidaceae,Ophrys,Ophrys lutea Cav.,Flower,74189.jpg,535,800
4429,74199,Campanulaceae,Campanula,Campanula persicifolia L.,Entire,74199.jpg,600,800
4430,74202,Campanulaceae,Campanula,Campanula rapunculus L.,Entire,74202.jpg,600,800
4432,74258,Asparagaceae,Hyacinthoides,Hyacinthoides non-scripta (L.) Chouard ex Rothm.,Flower,74258.jpg,800,800
4433,74264,Campanulaceae,Campanula,Campanula glomerata L.,Entire,74264.jpg,800,533
4434,74283,Amaryllidaceae,Narcissus,Narcissus dubius Gouan,Entire,74283.jpg,800,800
4436,7431,Orchidaceae,Ophrys,Ophrys aranifera Huds.,Flower,7431.jpg,600,800
4438,74341,Rosaceae,Crataegus,Crataegus germanica (L.) Kuntze,Entire,74341.jpg,800,600
4439,74351,Campanulaceae,Campanula,Campanula latifolia L.,Flower,74351.jpg,800,535
4442,74397,Geraniaceae,Geranium,Geranium robertianum L.,Flower,74397.jpg,800,600
4444,74441,Orchidaceae,Ophrys,Ophrys insectifera L.,Flower,74441.jpg,800,600
4445,74442,Orchidaceae,Ophrys,Ophrys passionis Sennen,Flower,74442.jpg,563,800
4447,74492,Rosaceae,Rosa,Rosa pendulina L.,Flower,74492.jpg,800,800
4449,74497,Orchidaceae,Ophrys,Ophrys lutea Cav.,Flower,74497.jpg,600,800
4450,74517,Campanulaceae,Campanula,Campanula glomerata L.,Entire,74517.jpg,800,535
4451,74532,Amaryllidaceae,Narcissus,Narcissus pseudonarcissus L.,Flower,74532.jpg,533,800
4452,74541,Amaryllidaceae,Narcissus,Narcissus dubius Gouan,Flower,74541.jpg,800,600
4453,74545,Scrophulariaceae,Verbascum,Verbascum thapsus L.,Entire,74545.jpg,800,535
4455,74649,Orchidaceae,Ophrys,Ophrys aranifera Huds.,Flower,74649.jpg,600,800
4456,74676,Iridaceae,Iris,Iris pseudacorus L.,Flower,74676.jpg,600,800
4459,74768,Campanulaceae,Campanula,Campanula glomerata L.,Flower,74768.jpg,800,533
4460,7477,Geraniaceae,Geranium,Geranium molle L.,Entire,7477.jpg,733,800
4461,74778,Campanulaceae,Campanula,Campanula latifolia L.,Flower,74778.jpg,800,600
4464,74796,Fabaceae,Wisteria,Wisteria sinensis (Sims) Sweet,Flower,74796.jpg,800,800
4467,74814,Campanulaceae,Campanula,Campanula medium L.,Flower,74814.jpg,800,535
4468,74826,Orchidaceae,Ophrys,Ophrys passionis Sennen,Flower,74826.jpg,600,800
4469,74828,Geraniaceae,Geranium,Geranium pyrenaicum Burm.f.,Flower,74828.jpg,531,800
4471,74867,Scrophulariaceae,Verbascum,Verbascum nigrum L.,Flower,74867.jpg,677,800
4473,74884,Campanulaceae,Campanula,Campanula rhomboidalis L.,Flower,74884.jpg,781,800
4475,74899,Oleaceae,Jasminum,Jasminum fruticans L.,Flower,74899.jpg,800,600
4476,74904,Geraniaceae,Geranium,Geranium pratense L.,Entire,74904.jpg,713,800
4477,74943,Campanulaceae,Campanula,Campanula scheuchzeri Vill.,Entire,74943.jpg,800,799
4478,74953,Orchidaceae,Ophrys,Ophrys bertolonii Moretti,Flower,74953.jpg,800,644
4479,75000,Geraniaceae,Geranium,Geranium sanguineum L.,Flower,75000.jpg,800,600
4480,75001,Scrophulariaceae,Verbascum,Verbascum boerhavii L.,Flower,75001.jpg,530,800
4481,75003,Scrophulariaceae,Verbascum,Verbascum nigrum L.,Entire,75003.jpg,692,800
4483,75016,Iridaceae,Iris,Iris foetidissima L.,Flower,75016.jpg,587,800
4485,75024,Amaryllidaceae,Narcissus,Narcissus assoanus Dufour,Entire,75024.jpg,800,600
4486,7504,Amaryllidaceae,Narcissus,Narcissus dubius Gouan,Entire,7504.jpg,600,800
4487,75048,Geraniaceae,Geranium,Geranium sylvaticum L.,Entire,75048.jpg,800,600
4488,75059,Orchidaceae,Ophrys,Ophrys fuciflora (F.W.Schmidt) Moench,Flower,75059.jpg,800,800
4490,75069,Geraniaceae,Geranium,Geranium pyrenaicum Burm.f.,Flower,75069.jpg,530,800
4492,75144,Asparagaceae,Hyacinthoides,Hyacinthoides non-scripta (L.) Chouard ex Rothm.,Flower,75144.jpg,751,800
4493,75146,Geraniaceae,Geranium,Geranium lucidum L.,Entire,75146.jpg,732,800
4495,75158,Orchidaceae,Ophrys,Ophrys speculum Link,Flower,75158.jpg,703,800
4496,75174,Oleaceae,Jasminum,Jasminum fruticans L.,Flower,75174.jpg,600,800
4497,75181,Geraniaceae,Geranium,Geranium phaeum L.,Flower,75181.jpg,800,800
4498,75187,Orchidaceae,Ophrys,Ophrys bertolonii Moretti,Flower,75187.jpg,600,800
4500,75197,Hydrangeaceae,Hydrangea,Hydrangea macrophylla (Thunb.) Ser.,Flower,75197.jpg,800,449
4501,75205,Geraniaceae,Geranium,Geranium molle L.,Flower,75205.jpg,533,800
4502,75212,Iridaceae,Iris,Iris lutescens Lam.,Flower,75212.jpg,553,800
4503,75216,Campanulaceae,Campanula,Campanula trachelium L.,Flower,75216.jpg,800,800
4504,75232,Scrophulariaceae,Verbascum,Verbascum lychnitis L.,Entire,75232.jpg,529,800
4505,75233,Amaryllidaceae,Narcissus,Narcissus assoanus Dufour,Flower,75233.jpg,600,800
4506,75276,Amaryllidaceae,Narcissus,Narcissus assoanus Dufour,Flower,75276.jpg,579,800
4507,75291,Amaryllidaceae,Galanthus,Galanthus nivalis L.,Entire,75291.jpg,601,800
4508,75294,Geraniaceae,Geranium,Geranium robertianum L.,Entire,75294.jpg,600,800
4509,75326,Asparagaceae,Hyacinthoides,Hyacinthoides non-scripta (L.) Chouard ex Rothm.,Flower,75326.jpg,600,800
4510,75329,Campanulaceae,Campanula,Campanula trachelium L.,Flower,75329.jpg,800,600
4512,75339,Rosaceae,Crataegus,Crataegus monogyna Jacq.,Flower,75339.jpg,751,800
4513,75360,Geraniaceae,Geranium,Geranium pratense L.,Flower,75360.jpg,800,535
4514,75373,Amaryllidaceae,Narcissus,Narcissus dubius Gouan,Entire,75373.jpg,800,600
4515,75379,Campanulaceae,Campanula,Campanula trachelium L.,Entire,75379.jpg,800,600
4516,75417,Hydrangeaceae,Hydrangea,Hydrangea macrophylla (Thunb.) Ser.,Flower,75417.jpg,600,800
4517,75429,Iridaceae,Iris,Iris pseudacorus L.,Flower,75429.jpg,600,800
4518,7543,Amaryllidaceae,Narcissus,Narcissus assoanus Dufour,Entire,7543.jpg,800,600
4519,75447,Scrophulariaceae,Verbascum,Verbascum blattaria L.,Entire,75447.jpg,600,800
4520,75461,Iridaceae,Iris,Iris lutescens Lam.,Flower,75461.jpg,600,800
4521,75528,Orchidaceae,Ophrys,Ophrys scolopax Cav.,Flower,75528.jpg,800,699
4522,75557,Amaryllidaceae,Narcissus,Narcissus assoanus Dufour,Flower,75557.jpg,600,800
4523,75583,Scrophulariaceae,Verbascum,Verbascum lychnitis L.,Entire,75583.jpg,800,600
4524,75596,Scrophulariaceae,Verbascum,Verbascum sinuatum L.,Entire,75596.jpg,800,600
4525,75598,Orchidaceae,Ophrys,Ophrys lutea Cav.,Flower,75598.jpg,450,800
4526,75642,Rosaceae,Crataegus,Crataegus laevigata (Poir.) DC.,Flower,75642.jpg,532,800
4527,75645,Geraniaceae,Geranium,Geranium dissectum L.,Entire,75645.jpg,533,800
4529,75710,Rosaceae,Crataegus,Crataegus monogyna Jacq.,Flower,75710.jpg,600,800
4531,75750,Iridaceae,Iris,Iris lutescens Lam.,Flower,75750.jpg,600,800
4532,75758,Orchidaceae,Ophrys,Ophrys apifera Huds.,Flower,75758.jpg,800,771
4533,75804,Campanulaceae,Campanula,Campanula latifolia L.,Entire,75804.jpg,800,493
4534,75826,Geraniaceae,Geranium,Geranium sylvaticum L.,Flower,75826.jpg,600,800
4535,75828,Rosaceae,Crataegus,Crataegus monogyna Jacq.,Flower,75828.jpg,533,800
4537,75833,Geraniaceae,Geranium,Geranium phaeum L.,Flower,75833.jpg,535,800
4538,75843,Rosaceae,Rosa,Rosa pendulina L.,Entire,75843.jpg,600,800
4540,75893,Asparagaceae,Hyacinthoides,Hyacinthoides non-scripta (L.) Chouard ex Rothm.,Entire,75893.jpg,800,600
4541,7591,Orchidaceae,Ophrys,Ophrys fuciflora (F.W.Schmidt) Moench,Flower,7591.jpg,800,464
4542,75928,Scrophulariaceae,Verbascum,Verbascum thapsus L.,Entire,75928.jpg,800,600
4544,75950,Amaryllidaceae,Galanthus,Galanthus nivalis L.,Flower,75950.jpg,600,800
4545,75991,Scrophulariaceae,Verbascum,Verbascum lychnitis L.,Flower,75991.jpg,800,535
4546,75994,Amaryllidaceae,Narcissus,Narcissus dubius Gouan,Entire,75994.jpg,800,651
4548,76015,Amaryllidaceae,Narcissus,Narcissus assoanus Dufour,Flower,76015.jpg,600,800
4551,76102,Geraniaceae,Geranium,Geranium molle L.,Flower,76102.jpg,533,800
4555,76156,Liliaceae,Tulipa,Tulipa sylvestris L.,Flower,76156.jpg,530,800
4558,76228,Campanulaceae,Campanula,Campanula scheuchzeri Vill.,Flower,76228.jpg,800,800
4559,76230,Campanulaceae,Campanula,Campanula rhomboidalis L.,Flower,76230.jpg,711,800
4560,76233,Rosaceae,Crataegus,Crataegus monogyna Jacq.,Flower,76233.jpg,800,594
4561,76239,Ericaceae,Rhododendron,Rhododendron ferrugineum L.,Entire,76239.jpg,600,800
4562,76252,Amaryllidaceae,Narcissus,Narcissus assoanus Dufour,Flower,76252.jpg,530,800
4563,76253,Orchidaceae,Ophrys,Ophrys scolopax Cav.,Flower,76253.jpg,800,572
4566,76314,Geraniaceae,Geranium,Geranium sylvaticum L.,Flower,76314.jpg,800,800
4567,7632,Orchidaceae,Ophrys,Ophrys scolopax Cav.,Flower,7632.jpg,800,531
4568,76321,Scrophulariaceae,Verbascum,Verbascum nigrum L.,Flower,76321.jpg,800,532
4569,76325,Campanulaceae,Campanula,Campanula persicifolia L.,Flower,76325.jpg,600,800
4571,76344,Oleaceae,Jasminum,Jasminum fruticans L.,Flower,76344.jpg,530,800
4572,76374,Scrophulariaceae,Verbascum,Verbascum pulverulentum Vill.,Flower,76374.jpg,800,600
4573,76457,Campanulaceae,Campanula,Campanula latifolia L.,Flower,76457.jpg,600,800
4574,76458,Orchidaceae,Ophrys,Ophrys virescens Philippe,Flower,76458.jpg,800,690
4575,76459,Campanulaceae,Campanula,Campanula scheuchzeri Vill.,Flower,76459.jpg,600,800
4576,7646,Iridaceae,Iris,Iris pseudacorus L.,Flower,7646.jpg,600,800
4578,76486,Geraniaceae,Geranium,Geranium nodosum L.,Flower,76486.jpg,533,800
4579,76495,Geraniaceae,Geranium,Geranium phaeum L.,Flower,76495.jpg,800,531
4583,76574,Orchidaceae,Ophrys,Ophrys scolopax Cav.,Flower,76574.jpg,800,664
4585,76612,Scrophulariaceae,Verbascum,Verbascum thapsus L.,Entire,76612.jpg,800,533
4586,76617,Orchidaceae,Ophrys,Ophrys insectifera L.,Flower,76617.jpg,800,536
4587,76628,Asparagaceae,Hyacinthoides,Hyacinthoides non-scripta (L.) Chouard ex Rothm.,Entire,76628.jpg,800,531
4588,76635,Rosaceae,Crataegus,Crataegus germanica (L.) Kuntze,Entire,76635.jpg,800,606
4589,76652,Orchidaceae,Ophrys,Ophrys lutea Cav.,Flower,76652.jpg,600,800
4590,76703,Campanulaceae,Campanula,Campanula glomerata L.,Flower,76703.jpg,800,600
4591,76707,Rosaceae,Crataegus,Crataegus monogyna Jacq.,Flower,76707.jpg,532,800
4592,76716,Rosaceae,Crataegus,Crataegus azarolus L.,Entire,76716.jpg,800,797
4594,7674,Geraniaceae,Geranium,Geranium nodosum L.,Flower,7674.jpg,705,800
4595,76799,Fabaceae,Wisteria,Wisteria sinensis (Sims) Sweet,Flower,76799.jpg,532,800
4596,768,Orchidaceae,Ophrys,Ophrys scolopax Cav.,Flower,768.jpg,600,800
4597,76802,Iridaceae,Iris,Iris foetidissima L.,Entire,76802.jpg,600,800
4603,76935,Orchidaceae,Ophrys,Ophrys aranifera Huds.,Flower,76935.jpg,800,541
4605,77011,Geraniaceae,Geranium,Geranium rotundifolium L.,Flower,77011.jpg,800,800
4607,77038,Iridaceae,Iris,Iris pseudacorus L.,Flower,77038.jpg,600,800
4610,77063,Liliaceae,Tulipa,Tulipa sylvestris L.,Entire,77063.jpg,538,800
4611,77065,Iridaceae,Iris,Iris pseudacorus L.,Entire,77065.jpg,601,800
4615,77205,Geraniaceae,Geranium,Geranium phaeum L.,Flower,77205.jpg,531,800
4616,77211,Orchidaceae,Ophrys,Ophrys aranifera Huds.,Flower,77211.jpg,800,600
4617,77235,Campanulaceae,Campanula,Campanula trachelium L.,Entire,77235.jpg,600,800
4618,77238,Orchidaceae,Ophrys,Ophrys insectifera L.,Flower,77238.jpg,800,344
4619,77277,Iridaceae,Iris,Iris lutescens Lam.,Entire,77277.jpg,800,600
4620,77281,Scrophulariaceae,Verbascum,Verbascum blattaria L.,Flower,77281.jpg,533,800
4623,77343,Ericaceae,Rhododendron,Rhododendron ferrugineum L.,Flower,77343.jpg,532,800
4625,77353,Orchidaceae,Ophrys,Ophrys apifera Huds.,Flower,77353.jpg,600,800
4627,77369,Campanulaceae,Campanula,Campanula scheuchzeri Vill.,Flower,77369.jpg,800,800
4628,7738,Geraniaceae,Geranium,Geranium robertianum L.,Entire,7738.jpg,800,800
4629,77425,Geraniaceae,Geranium,Geranium rotundifolium L.,Flower,77425.jpg,609,800
4630,77438,Campanulaceae,Campanula,Campanula rhomboidalis L.,Flower,77438.jpg,800,413
4633,77507,Orchidaceae,Ophrys,Ophrys lupercalis Devillers & Devillers-Tersch.,Entire,77507.jpg,800,535
4635,77530,Rosaceae,Rosa,Rosa canina L.,Flower,77530.jpg,533,800
4636,77587,Campanulaceae,Campanula,Campanula glomerata L.,Entire,77587.jpg,800,535
4637,77624,Geraniaceae,Geranium,Geranium molle L.,Entire,77624.jpg,600,800
4638,77629,Scrophulariaceae,Verbascum,Verbascum thapsus L.,Entire,77629.jpg,533,800
4639,77630,Campanulaceae,Campanula,Campanula rotundifolia L.,Entire,77630.jpg,599,800
4640,77682,Campanulaceae,Campanula,Campanula latifolia L.,Flower,77682.jpg,585,800
4641,7769,Orchidaceae,Ophrys,Ophrys passionis Sennen,Flower,7769.jpg,800,600
4643,7772,Rosaceae,Rosa,Rosa agrestis Savi,Flower,7772.jpg,750,800
4644,7776,Geraniaceae,Geranium,Geranium nodosum L.,Entire,7776.jpg,800,600
4645,77767,Geraniaceae,Geranium,Geranium robertianum L.,Flower,77767.jpg,600,800
4646,77768,Amaryllidaceae,Narcissus,Narcissus assoanus Dufour,Flower,77768.jpg,800,535
4647,77777,Scrophulariaceae,Verbascum,Verbascum boerhavii L.,Flower,77777.jpg,600,800
4648,77800,Amaryllidaceae,Narcissus,Narcissus assoanus Dufour,Flower,77800.jpg,600,800
4650,77826,Geraniaceae,Geranium,Geranium phaeum L.,Flower,77826.jpg,800,747
4651,77830,Orchidaceae,Ophrys,Ophrys virescens Philippe,Flower,77830.jpg,600,800
4653,77924,Orchidaceae,Ophrys,Ophrys virescens Philippe,Flower,77924.jpg,600,800
4655,77991,Geraniaceae,Geranium,Geranium sanguineum L.,Entire,77991.jpg,530,800
4656,7800,Geraniaceae,Geranium,Geranium molle L.,Flower,7800.jpg,600,800
4657,78001,Rosaceae,Rosa,Rosa canina L.,Flower,78001.jpg,600,800
4658,78005,Iridaceae,Iris,Iris foetidissima L.,Flower,78005.jpg,800,535
4660,78017,Geraniaceae,Geranium,Geranium robertianum L.,Flower,78017.jpg,751,800
4665,78126,Rosaceae,Crataegus,Crataegus monogyna Jacq.,Flower,78126.jpg,532,800
4666,78147,Iridaceae,Iris,Iris lutescens Lam.,Entire,78147.jpg,600,800
4667,78153,Campanulaceae,Campanula,Campanula rapunculus L.,Flower,78153.jpg,800,695
4669,78207,Iridaceae,Iris,Iris lutescens Lam.,Entire,78207.jpg,600,800
4670,78222,Campanulaceae,Campanula,Campanula scheuchzeri Vill.,Entire,78222.jpg,800,600
4671,78241,Rosaceae,Rosa,Rosa pendulina L.,Flower,78241.jpg,600,800
4672,78261,Scrophulariaceae,Verbascum,Verbascum lychnitis L.,Flower,78261.jpg,800,533
4674,78326,Geraniaceae,Geranium,Geranium molle L.,Flower,78326.jpg,533,800
4679,78385,Campanulaceae,Campanula,Campanula persicifolia L.,Flower,78385.jpg,600,800
4680,78391,Campanulaceae,Campanula,Campanula glomerata L.,Flower,78391.jpg,800,600
4681,78397,Orchidaceae,Ophrys,Ophrys lupercalis Devillers & Devillers-Tersch.,Entire,78397.jpg,800,600
4683,78425,Rosaceae,Crataegus,Crataegus monogyna Jacq.,Entire,78425.jpg,800,532
4684,78429,Campanulaceae,Campanula,Campanula medium L.,Flower,78429.jpg,800,600
4685,78445,Rosaceae,Rosa,Rosa spinosissima L.,Flower,78445.jpg,800,600
4687,78501,Liliaceae,Tulipa,Tulipa sylvestris L.,Flower,78501.jpg,800,600
4688,78505,Campanulaceae,Campanula,Campanula rhomboidalis L.,Entire,78505.jpg,800,582
4689,78507,Orchidaceae,Ophrys,Ophrys apifera Huds.,Flower,78507.jpg,784,800
4690,78518,Geraniaceae,Geranium,Geranium pyrenaicum Burm.f.,Flower,78518.jpg,600,800
4691,78547,Iridaceae,Iris,Iris pseudacorus L.,Flower,78547.jpg,536,800
4693,78556,Orchidaceae,Ophrys,Ophrys scolopax Cav.,Flower,78556.jpg,800,600
4697,78651,Scrophulariaceae,Verbascum,Verbascum thapsus L.,Entire,78651.jpg,533,800
4698,78652,Geraniaceae,Geranium,Geranium pyrenaicum Burm.f.,Flower,78652.jpg,746,800
4699,78668,Orchidaceae,Ophrys,Ophrys virescens Philippe,Flower,78668.jpg,600,800
4700,78677,Iridaceae,Iris,Iris pseudacorus L.,Flower,78677.jpg,600,800
4702,78719,Orchidaceae,Ophrys,Ophrys passionis Sennen,Flower,78719.jpg,800,593
4703,78723,Geraniaceae,Geranium,Geranium lucidum L.,Flower,78723.jpg,601,800
4704,7873,Orchidaceae,Ophrys,Ophrys virescens Philippe,Flower,7873.jpg,800,600
4706,78754,Rosaceae,Crataegus,Crataegus azarolus L.,Flower,78754.jpg,800,600
4708,78763,Orchidaceae,Ophrys,Ophrys aranifera Huds.,Flower,78763.jpg,530,800
4709,78779,Orchidaceae,Ophrys,Ophrys scolopax Cav.,Flower,78779.jpg,800,533
4711,78796,Scrophulariaceae,Verbascum,Verbascum lychnitis L.,Entire,78796.jpg,800,533
4712,78806,Orchidaceae,Ophrys,Ophrys scolopax Cav.,Flower,78806.jpg,800,662
4713,78835,Orchidaceae,Ophrys,Ophrys lutea Cav.,Entire,78835.jpg,800,600
4714,78849,Campanulaceae,Campanula,Campanula rotundifolia L.,Flower,78849.jpg,800,800
4715,78852,Geraniaceae,Geranium,Geranium lucidum L.,Flower,78852.jpg,601,800
4716,78890,Scrophulariaceae,Verbascum,Verbascum nigrum L.,Flower,78890.jpg,678,800
4718,78950,Rosaceae,Crataegus,Crataegus monogyna Jacq.,Flower,78950.jpg,600,800
4719,78951,Rosaceae,Rosa,Rosa canina L.,Flower,78951.jpg,533,800
4720,78963,Campanulaceae,Campanula,Campanula rapunculus L.,Flower,78963.jpg,800,668
4721,78974,Scrophulariaceae,Verbascum,Verbascum sinuatum L.,Entire,78974.jpg,800,531
4722,78987,Campanulaceae,Campanula,Campanula trachelium L.,Flower,78987.jpg,600,800
4725,79050,Campanulaceae,Campanula,Campanula glomerata L.,Entire,79050.jpg,532,800
4726,79067,Scrophulariaceae,Verbascum,Verbascum thapsus L.,Flower,79067.jpg,533,800
4727,79122,Oleaceae,Jasminum,Jasminum fruticans L.,Flower,79122.jpg,587,800
4728,79163,Campanulaceae,Campanula,Campanula glomerata L.,Flower,79163.jpg,800,800
4729,79167,Orchidaceae,Ophrys,Ophrys aranifera Huds.,Entire,79167.jpg,533,800
4730,79192,Orchidaceae,Ophrys,Ophrys scolopax Cav.,Flower,79192.jpg,533,800
4731,79225,Orchidaceae,Ophrys,Ophrys arachnitiformis Gren. & M.Philippe,Flower,79225.jpg,600,800
4733,79257,Orchidaceae,Ophrys,Ophrys apifera Huds.,Entire,79257.jpg,800,600
4734,79284,Amaryllidaceae,Narcissus,Narcissus assoanus Dufour,Flower,79284.jpg,600,800
4736,79300,Liliaceae,Tulipa,Tulipa sylvestris L.,Entire,79300.jpg,600,800
4738,79308,Liliaceae,Tulipa,Tulipa sylvestris L.,Flower,79308.jpg,800,792
4740,79339,Geraniaceae,Geranium,Geranium robertianum L.,Entire,79339.jpg,800,600
4741,79357,Orchidaceae,Ophrys,Ophrys scolopax Cav.,Flower,79357.jpg,600,800
4743,794,Scrophulariaceae,Verbascum,Verbascum lychnitis L.,Flower,794.jpg,800,600
4745,79433,Rosaceae,Rosa,Rosa pendulina L.,Flower,79433.jpg,500,800
4746,79473,Scrophulariaceae,Verbascum,Verbascum boerhavii L.,Entire,79473.jpg,800,600
4747,79513,Scrophulariaceae,Verbascum,Verbascum nigrum L.,Flower,79513.jpg,800,670
4748,79524,Amaryllidaceae,Narcissus,Narcissus dubius Gouan,Flower,79524.jpg,751,800
4750,79546,Scrophulariaceae,Verbascum,Verbascum thapsus L.,Entire,79546.jpg,800,600
4751,79578,Campanulaceae,Campanula,Campanula scheuchzeri Vill.,Entire,79578.jpg,800,600
4752,79579,Geraniaceae,Geranium,Geranium dissectum L.,Flower,79579.jpg,599,800
4755,79595,Campanulaceae,Campanula,Campanula persicifolia L.,Entire,79595.jpg,533,800
4757,79602,Scrophulariaceae,Verbascum,Verbascum nigrum L.,Flower,79602.jpg,800,800
4758,79606,Campanulaceae,Campanula,Campanula persicifolia L.,Flower,79606.jpg,600,800
4759,79611,Orchidaceae,Ophrys,Ophrys aranifera Huds.,Entire,79611.jpg,800,600
4760,79614,Orchidaceae,Ophrys,Ophrys lutea Cav.,Entire,79614.jpg,800,600
4761,7964,Amaryllidaceae,Narcissus,Narcissus pseudonarcissus L.,Flower,7964.jpg,600,800
4762,79674,Rosaceae,Crataegus,Crataegus germanica (L.) Kuntze,Flower,79674.jpg,600,800
4763,79678,Campanulaceae,Campanula,Campanula rapunculus L.,Flower,79678.jpg,800,783
4765,79728,Iridaceae,Iris,Iris lutescens Lam.,Flower,79728.jpg,800,547
