,id,family,genus,species
4527,75645,Geraniaceae,Geranium,Geranium dissectum L.
4528,75650,Scrophulariaceae,Verbascum,Verbascum blattaria L.
4529,75710,Rosaceae,Crataegus,Crataegus monogyna Jacq.
4530,75749,Rosaceae,Crataegus,Crataegus monogyna Jacq.
4531,75750,Iridaceae,Iris,Iris lutescens Lam.
4532,75758,Orchidaceae,Ophrys,Ophrys apifera Huds.
4533,75804,Campanulaceae,Campanula,Campanula latifolia L.
4534,75826,Geraniaceae,Geranium,Geranium sylvaticum L.
4535,75828,Rosaceae,Crataegus,Crataegus monogyna Jacq.
4536,7583,Rosaceae,Crataegus,Crataegus monogyna Jacq.
4537,75833,Geraniaceae,Geranium,Geranium phaeum L.
4538,75843,Rosaceae,Rosa,Rosa pendulina L.
4539,75877,Rosaceae,Crataegus,Crataegus laevigata (Poir.) DC.
4540,75893,Asparagaceae,Hyacinthoides,Hyacinthoides non-scripta (L.) Chouard ex Rothm.
4541,7591,Orchidaceae,Ophrys,Ophrys fuciflora (F.W.Schmidt) Moench
4542,75928,Scrophulariaceae,Verbascum,Verbascum thapsus L.
4543,75934,Rosaceae,Crataegus,Crataegus azarolus L.
4544,75950,Amaryllidaceae,Galanthus,Galanthus nivalis L.
4545,75991,Scrophulariaceae,Verbascum,Verbascum lychnitis L.
4546,75994,Amaryllidaceae,Narcissus,Narcissus dubius Gouan
4547,76011,Rosaceae,Crataegus,Crataegus monogyna Jacq.
4548,76015,Amaryllidaceae,Narcissus,Narcissus assoanus Dufour
4549,76055,Geraniaceae,Geranium,Geranium pyrenaicum Burm.f.
4550,76080,Scrophulariaceae,Verbascum,Verbascum thapsus L.
4551,76102,Geraniaceae,Geranium,Geranium molle L.
4552,76122,Geraniaceae,Geranium,Geranium rotundifolium L.
4553,76129,Rosaceae,Crataegus,Crataegus laevigata (Poir.) DC.
4554,76154,Rosaceae,Rosa,Rosa canina L.
4555,76156,Liliaceae,Tulipa,Tulipa sylvestris L.
4556,76177,Rosaceae,Crataegus,Crataegus azarolus L.
4557,7618,Rosaceae,Crataegus,Crataegus laevigata (Poir.) DC.
4558,76228,Campanulaceae,Campanula,Campanula scheuchzeri Vill.
4559,76230,Campanulaceae,Campanula,Campanula rhomboidalis L.
4560,76233,Rosaceae,Crataegus,Crataegus monogyna Jacq.
4561,76239,Ericaceae,Rhododendron,Rhododendron ferrugineum L.
4562,76252,Amaryllidaceae,Narcissus,Narcissus assoanus Dufour
4563,76253,Orchidaceae,Ophrys,Ophrys scolopax Cav.
4564,763,Geraniaceae,Geranium,Geranium molle L.
4565,76302,Rosaceae,Crataegus,Crataegus monogyna Jacq.
4566,76314,Geraniaceae,Geranium,Geranium sylvaticum L.
4567,7632,Orchidaceae,Ophrys,Ophrys scolopax Cav.
4568,76321,Scrophulariaceae,Verbascum,Verbascum nigrum L.
4569,76325,Campanulaceae,Campanula,Campanula persicifolia L.
4570,76331,Campanulaceae,Campanula,Campanula trachelium L.
4571,76344,Oleaceae,Jasminum,Jasminum fruticans L.
4572,76374,Scrophulariaceae,Verbascum,Verbascum pulverulentum Vill.
4573,76457,Campanulaceae,Campanula,Campanula latifolia L.
4574,76458,Orchidaceae,Ophrys,Ophrys virescens Philippe
4575,76459,Campanulaceae,Campanula,Campanula scheuchzeri Vill.
4576,7646,Iridaceae,Iris,Iris pseudacorus L.
4577,76484,Geraniaceae,Geranium,Geranium columbinum L.
4578,76486,Geraniaceae,Geranium,Geranium nodosum L.
4579,76495,Geraniaceae,Geranium,Geranium phaeum L.
4580,76506,Rosaceae,Crataegus,Crataegus monogyna Jacq.
4581,76538,Rosaceae,Crataegus,Crataegus monogyna Jacq.
4582,76555,Rosaceae,Crataegus,Crataegus monogyna Jacq.
4583,76574,Orchidaceae,Ophrys,Ophrys scolopax Cav.
4584,766,Rosaceae,Rosa,Rosa spinosissima L.
4585,76612,Scrophulariaceae,Verbascum,Verbascum thapsus L.
4586,76617,Orchidaceae,Ophrys,Ophrys insectifera L.
4587,76628,Asparagaceae,Hyacinthoides,Hyacinthoides non-scripta (L.) Chouard ex Rothm.
4588,76635,Rosaceae,Crataegus,Crataegus germanica (L.) Kuntze
4589,76652,Orchidaceae,Ophrys,Ophrys lutea Cav.
4590,76703,Campanulaceae,Campanula,Campanula glomerata L.
4591,76707,Rosaceae,Crataegus,Crataegus monogyna Jacq.
4592,76716,Rosaceae,Crataegus,Crataegus azarolus L.
4593,76717,Rosaceae,Crataegus,Crataegus monogyna Jacq.
4594,7674,Geraniaceae,Geranium,Geranium nodosum L.
4595,76799,Fabaceae,Wisteria,Wisteria sinensis (Sims) Sweet
4596,768,Orchidaceae,Ophrys,Ophrys scolopax Cav.
4597,76802,Iridaceae,Iris,Iris foetidissima L.
4598,76834,Rosaceae,Rosa,Rosa canina L.
4599,76835,Oleaceae,Jasminum,Jasminum fruticans L.
4600,76850,Scrophulariaceae,Verbascum,Verbascum thapsus L.
4601,76863,Rosaceae,Crataegus,Crataegus monogyna Jacq.
4602,7691,Rosaceae,Crataegus,Crataegus monogyna Jacq.
4603,76935,Orchidaceae,Ophrys,Ophrys aranifera Huds.
4604,7699,Scrophulariaceae,Verbascum,Verbascum blattaria L.
4605,77011,Geraniaceae,Geranium,Geranium rotundifolium L.
4606,77019,Rosaceae,Rosa,Rosa canina L.
4607,77038,Iridaceae,Iris,Iris pseudacorus L.
4608,77039,Rosaceae,Crataegus,Crataegus monogyna Jacq.
4609,77056,Orchidaceae,Ophrys,Ophrys apifera Huds.
4610,77063,Liliaceae,Tulipa,Tulipa sylvestris L.
4611,77065,Iridaceae,Iris,Iris pseudacorus L.
4612,77109,Rosaceae,Crataegus,Crataegus azarolus L.
4613,7713,Liliaceae,Tulipa,Tulipa sylvestris L.
4614,77139,Rosaceae,Crataegus,Crataegus monogyna Jacq.
4615,77205,Geraniaceae,Geranium,Geranium phaeum L.
4616,77211,Orchidaceae,Ophrys,Ophrys aranifera Huds.
4617,77235,Campanulaceae,Campanula,Campanula trachelium L.
4618,77238,Orchidaceae,Ophrys,Ophrys insectifera L.
4619,77277,Iridaceae,Iris,Iris lutescens Lam.
4620,77281,Scrophulariaceae,Verbascum,Verbascum blattaria L.
4621,77304,Rosaceae,Crataegus,Crataegus germanica (L.) Kuntze
4622,77306,Scrophulariaceae,Verbascum,Verbascum blattaria L.
4623,77343,Ericaceae,Rhododendron,Rhododendron ferrugineum L.
4624,77352,Geraniaceae,Geranium,Geranium robertianum L.
4625,77353,Orchidaceae,Ophrys,Ophrys apifera Huds.
4626,77364,Rosaceae,Crataegus,Crataegus monogyna Jacq.
4627,77369,Campanulaceae,Campanula,Campanula scheuchzeri Vill.
4628,7738,Geraniaceae,Geranium,Geranium robertianum L.
4629,77425,Geraniaceae,Geranium,Geranium rotundifolium L.
4630,77438,Campanulaceae,Campanula,Campanula rhomboidalis L.
4631,77447,Rosaceae,Crataegus,Crataegus monogyna Jacq.
4632,77485,Rosaceae,Crataegus,Crataegus azarolus L.
4633,77507,Orchidaceae,Ophrys,Ophrys lupercalis Devillers & Devillers-Tersch.
4634,7751,Rosaceae,Crataegus,Crataegus germanica (L.) Kuntze
4635,77530,Rosaceae,Rosa,Rosa canina L.
4636,77587,Campanulaceae,Campanula,Campanula glomerata L.
4637,77624,Geraniaceae,Geranium,Geranium molle L.
4638,77629,Scrophulariaceae,Verbascum,Verbascum thapsus L.
4639,77630,Campanulaceae,Campanula,Campanula rotundifolia L.
4640,77682,Campanulaceae,Campanula,Campanula latifolia L.
4641,7769,Orchidaceae,Ophrys,Ophrys passionis Sennen
4642,77708,Iridaceae,Iris,Iris lutescens Lam.
4643,7772,Rosaceae,Rosa,Rosa agrestis Savi
4644,7776,Geraniaceae,Geranium,Geranium nodosum L.
4645,77767,Geraniaceae,Geranium,Geranium robertianum L.
4646,77768,Amaryllidaceae,Narcissus,Narcissus assoanus Dufour
4647,77777,Scrophulariaceae,Verbascum,Verbascum boerhavii L.
4648,77800,Amaryllidaceae,Narcissus,Narcissus assoanus Dufour
4649,77810,Geraniaceae,Geranium,Geranium dissectum L.
4650,77826,Geraniaceae,Geranium,Geranium phaeum L.
4651,77830,Orchidaceae,Ophrys,Ophrys virescens Philippe
4652,77911,Geraniaceae,Geranium,Geranium rotundifolium L.
4653,77924,Orchidaceae,Ophrys,Ophrys virescens Philippe
4654,77947,Campanulaceae,Campanula,Campanula scheuchzeri Vill.
4655,77991,Geraniaceae,Geranium,Geranium sanguineum L.
4656,7800,Geraniaceae,Geranium,Geranium molle L.
4657,78001,Rosaceae,Rosa,Rosa canina L.
4658,78005,Iridaceae,Iris,Iris foetidissima L.
4659,78007,Geraniaceae,Geranium,Geranium robertianum L.
4660,78017,Geraniaceae,Geranium,Geranium robertianum L.
4661,78057,Rosaceae,Rosa,Rosa spinosissima L.
4662,78069,Rosaceae,Crataegus,Crataegus monogyna Jacq.
4663,78106,Geraniaceae,Geranium,Geranium pyrenaicum Burm.f.
4664,78107,Rosaceae,Crataegus,Crataegus monogyna Jacq.
4665,78126,Rosaceae,Crataegus,Crataegus monogyna Jacq.
4666,78147,Iridaceae,Iris,Iris lutescens Lam.
4667,78153,Campanulaceae,Campanula,Campanula rapunculus L.
4668,78171,Geraniaceae,Geranium,Geranium phaeum L.
4669,78207,Iridaceae,Iris,Iris lutescens Lam.
4670,78222,Campanulaceae,Campanula,Campanula scheuchzeri Vill.
4671,78241,Rosaceae,Rosa,Rosa pendulina L.
4672,78261,Scrophulariaceae,Verbascum,Verbascum lychnitis L.
4673,78315,Rosaceae,Rosa,Rosa canina L.
4674,78326,Geraniaceae,Geranium,Geranium molle L.
4675,78345,Rosaceae,Crataegus,Crataegus monogyna Jacq.
4676,78348,Rosaceae,Crataegus,Crataegus azarolus L.
4677,78365,Rosaceae,Crataegus,Crataegus monogyna Jacq.
4678,78384,Scrophulariaceae,Verbascum,Verbascum thapsus L.
4679,78385,Campanulaceae,Campanula,Campanula persicifolia L.
4680,78391,Campanulaceae,Campanula,Campanula glomerata L.
4681,78397,Orchidaceae,Ophrys,Ophrys lupercalis Devillers & Devillers-Tersch.
4682,78408,Rosaceae,Crataegus,Crataegus laevigata (Poir.) DC.
4683,78425,Rosaceae,Crataegus,Crataegus monogyna Jacq.
4684,78429,Campanulaceae,Campanula,Campanula medium L.
4685,78445,Rosaceae,Rosa,Rosa spinosissima L.
4686,78453,Scrophulariaceae,Verbascum,Verbascum blattaria L.
4687,78501,Liliaceae,Tulipa,Tulipa sylvestris L.
4688,78505,Campanulaceae,Campanula,Campanula rhomboidalis L.
4689,78507,Orchidaceae,Ophrys,Ophrys apifera Huds.
4690,78518,Geraniaceae,Geranium,Geranium pyrenaicum Burm.f.
4691,78547,Iridaceae,Iris,Iris pseudacorus L.
4692,78551,Geraniaceae,Geranium,Geranium molle L.
4693,78556,Orchidaceae,Ophrys,Ophrys scolopax Cav.
4694,78603,Oleaceae,Jasminum,Jasminum fruticans L.
4695,78629,Geraniaceae,Geranium,Geranium rotundifolium L.
4696,78632,Geraniaceae,Geranium,Geranium rotundifolium L.
4697,78651,Scrophulariaceae,Verbascum,Verbascum thapsus L.
4698,78652,Geraniaceae,Geranium,Geranium pyrenaicum Burm.f.
4699,78668,Orchidaceae,Ophrys,Ophrys virescens Philippe
4700,78677,Iridaceae,Iris,Iris pseudacorus L.
4701,78703,Geraniaceae,Geranium,Geranium rotundifolium L.
4702,78719,Orchidaceae,Ophrys,Ophrys passionis Sennen
4703,78723,Geraniaceae,Geranium,Geranium lucidum L.
4704,7873,Orchidaceae,Ophrys,Ophrys virescens Philippe
4705,78732,Rosaceae,Crataegus,Crataegus azarolus L.
4706,78754,Rosaceae,Crataegus,Crataegus azarolus L.
4707,78761,Geraniaceae,Geranium,Geranium nodosum L.
4708,78763,Orchidaceae,Ophrys,Ophrys aranifera Huds.
4709,78779,Orchidaceae,Ophrys,Ophrys scolopax Cav.
4710,78782,Geraniaceae,Geranium,Geranium columbinum L.
4711,78796,Scrophulariaceae,Verbascum,Verbascum lychnitis L.
4712,78806,Orchidaceae,Ophrys,Ophrys scolopax Cav.
4713,78835,Orchidaceae,Ophrys,Ophrys lutea Cav.
4714,78849,Campanulaceae,Campanula,Campanula rotundifolia L.
4715,78852,Geraniaceae,Geranium,Geranium lucidum L.
4716,78890,Scrophulariaceae,Verbascum,Verbascum nigrum L.
4717,78895,Scrophulariaceae,Verbascum,Verbascum boerhavii L.
4718,78950,Rosaceae,Crataegus,Crataegus monogyna Jacq.
4719,78951,Rosaceae,Rosa,Rosa canina L.
4720,78963,Campanulaceae,Campanula,Campanula rapunculus L.
4721,78974,Scrophulariaceae,Verbascum,Verbascum sinuatum L.
4722,78987,Campanulaceae,Campanula,Campanula trachelium L.
4723,79010,Rosaceae,Crataegus,Crataegus monogyna Jacq.
4724,79039,Oleaceae,Jasminum,Jasminum fruticans L.
4725,79050,Campanulaceae,Campanula,Campanula glomerata L.
4726,79067,Scrophulariaceae,Verbascum,Verbascum thapsus L.
4727,79122,Oleaceae,Jasminum,Jasminum fruticans L.
4728,79163,Campanulaceae,Campanula,Campanula glomerata L.
4729,79167,Orchidaceae,Ophrys,Ophrys aranifera Huds.
4730,79192,Orchidaceae,Ophrys,Ophrys scolopax Cav.
4731,79225,Orchidaceae,Ophrys,Ophrys arachnitiformis Gren. & M.Philippe
4732,79248,Asparagaceae,Hyacinthoides,Hyacinthoides non-scripta (L.) Chouard ex Rothm.
4733,79257,Orchidaceae,Ophrys,Ophrys apifera Huds.
4734,79284,Amaryllidaceae,Narcissus,Narcissus assoanus Dufour
4735,7929,Rosaceae,Crataegus,Crataegus monogyna Jacq.
4736,79300,Liliaceae,Tulipa,Tulipa sylvestris L.
4737,79301,Campanulaceae,Campanula,Campanula scheuchzeri Vill.
4738,79308,Liliaceae,Tulipa,Tulipa sylvestris L.
4739,79320,Rosaceae,Crataegus,Crataegus monogyna Jacq.
4740,79339,Geraniaceae,Geranium,Geranium robertianum L.
4741,79357,Orchidaceae,Ophrys,Ophrys scolopax Cav.
4742,79359,Scrophulariaceae,Verbascum,Verbascum sinuatum L.
4743,794,Scrophulariaceae,Verbascum,Verbascum lychnitis L.
4744,79419,Scrophulariaceae,Verbascum,Verbascum nigrum L.
4745,79433,Rosaceae,Rosa,Rosa pendulina L.
4746,79473,Scrophulariaceae,Verbascum,Verbascum boerhavii L.
4747,79513,Scrophulariaceae,Verbascum,Verbascum nigrum L.
4748,79524,Amaryllidaceae,Narcissus,Narcissus dubius Gouan
4749,79526,Scrophulariaceae,Verbascum,Verbascum pulverulentum Vill.
4750,79546,Scrophulariaceae,Verbascum,Verbascum thapsus L.
4751,79578,Campanulaceae,Campanula,Campanula scheuchzeri Vill.
4752,79579,Geraniaceae,Geranium,Geranium dissectum L.
4753,79586,Scrophulariaceae,Verbascum,Verbascum nigrum L.
4754,79593,Scrophulariaceae,Verbascum,Verbascum nigrum L.
4755,79595,Campanulaceae,Campanula,Campanula persicifolia L.
4756,79598,Geraniaceae,Geranium,Geranium columbinum L.
4757,79602,Scrophulariaceae,Verbascum,Verbascum nigrum L.
4758,79606,Campanulaceae,Campanula,Campanula persicifolia L.
4759,79611,Orchidaceae,Ophrys,Ophrys aranifera Huds.
4760,79614,Orchidaceae,Ophrys,Ophrys lutea Cav.
4761,7964,Amaryllidaceae,Narcissus,Narcissus pseudonarcissus L.
4762,79674,Rosaceae,Crataegus,Crataegus germanica (L.) Kuntze
4763,79678,Campanulaceae,Campanula,Campanula rapunculus L.
4764,79704,Scrophulariaceae,Verbascum,Verbascum pulverulentum Vill.
4765,79728,Iridaceae,Iris,Iris lutescens Lam.
4766,79829,Scrophulariaceae,Verbascum,Verbascum blattaria L.
4767,7983,Amaryllidaceae,Narcissus,Narcissus tazetta L.
4768,79844,Geraniaceae,Geranium,Geranium columbinum L.
4769,79847,Campanulaceae,Campanula,Campanula trachelium L.
4770,79859,Rosaceae,Crataegus,Crataegus monogyna Jacq.
4771,79919,Campanulaceae,Campanula,Campanula persicifolia L.
4772,79921,Lamiaceae,Lavandula,Lavandula stoechas L.
4773,79936,Scrophulariaceae,Verbascum,Verbascum pulverulentum Vill.
4774,79976,Geraniaceae,Geranium,Geranium dissectum L.
4775,79977,Geraniaceae,Geranium,Geranium columbinum L.
4776,80004,Amaryllidaceae,Narcissus,Narcissus assoanus Dufour
4777,80017,Liliaceae,Tulipa,Tulipa sylvestris L.
4778,80019,Geraniaceae,Geranium,Geranium columbinum L.
4779,80023,Orchidaceae,Ophrys,Ophrys scolopax Cav.
4780,80028,Rosaceae,Crataegus,Crataegus monogyna Jacq.
4781,80029,Orchidaceae,Ophrys,Ophrys virescens Philippe
4782,80052,Rosaceae,Rosa,Rosa pendulina L.
4783,80090,Asparagaceae,Hyacinthoides,Hyacinthoides non-scripta (L.) Chouard ex Rothm.
4784,801,Rosaceae,Rosa,Rosa canina L.
4785,8011,Rosaceae,Crataegus,Crataegus monogyna Jacq.
4786,80143,Orchidaceae,Ophrys,Ophrys virescens Philippe
4787,80164,Rosaceae,Crataegus,Crataegus laevigata (Poir.) DC.
4788,80166,Orchidaceae,Ophrys,Ophrys apifera Huds.
4789,80215,Geraniaceae,Geranium,Geranium lucidum L.
4790,80220,Orchidaceae,Ophrys,Ophrys scolopax Cav.
4791,80236,Campanulaceae,Campanula,Campanula medium L.
4792,80264,Geraniaceae,Geranium,Geranium dissectum L.
4793,80287,Rosaceae,Crataegus,Crataegus monogyna Jacq.
4794,80312,Geraniaceae,Geranium,Geranium nodosum L.
4795,80321,Iridaceae,Iris,Iris lutescens Lam.
4796,80325,Rosaceae,Crataegus,Crataegus monogyna Jacq.
4797,80326,Amaryllidaceae,Narcissus,Narcissus pseudonarcissus L.
4798,80346,Rosaceae,Crataegus,Crataegus monogyna Jacq.
4799,80352,Scrophulariaceae,Verbascum,Verbascum boerhavii L.
4800,80363,Orchidaceae,Ophrys,Ophrys arachnitiformis Gren. & M.Philippe
4801,80421,Rosaceae,Rosa,Rosa agrestis Savi
4802,80460,Campanulaceae,Campanula,Campanula medium L.
4803,80464,Geraniaceae,Geranium,Geranium sylvaticum L.
4804,80476,Orchidaceae,Ophrys,Ophrys fuciflora (F.W.Schmidt) Moench
4805,80490,Geraniaceae,Geranium,Geranium columbinum L.
4806,80493,Geraniaceae,Geranium,Geranium rotundifolium L.
4807,80503,Rosaceae,Crataegus,Crataegus monogyna Jacq.
4808,80535,Rosaceae,Crataegus,Crataegus monogyna Jacq.
4809,80541,Asparagaceae,Hyacinthoides,Hyacinthoides non-scripta (L.) Chouard ex Rothm.
4810,80587,Orchidaceae,Ophrys,Ophrys virescens Philippe
4811,80596,Scrophulariaceae,Verbascum,Verbascum blattaria L.
4812,80624,Orchidaceae,Ophrys,Ophrys apifera Huds.
4813,80628,Scrophulariaceae,Verbascum,Verbascum thapsus L.
4814,80649,Campanulaceae,Campanula,Campanula rapunculus L.
4815,80666,Orchidaceae,Ophrys,Ophrys virescens Philippe
4816,80685,Rosaceae,Crataegus,Crataegus monogyna Jacq.
4817,80715,Liliaceae,Tulipa,Tulipa sylvestris L.
4818,80735,Rosaceae,Crataegus,Crataegus laevigata (Poir.) DC.
4819,80742,Geraniaceae,Geranium,Geranium pyrenaicum Burm.f.
4820,80746,Scrophulariaceae,Verbascum,Verbascum nigrum L.
4821,80760,Geraniaceae,Geranium,Geranium rotundifolium L.
4822,80814,Orchidaceae,Ophrys,Ophrys virescens Philippe
4823,80824,Orchidaceae,Ophrys,Ophrys aranifera Huds.
4824,80861,Geraniaceae,Geranium,Geranium pyrenaicum Burm.f.
4825,80864,Campanulaceae,Campanula,Campanula trachelium L.
4826,8088,Iridaceae,Iris,Iris foetidissima L.
4827,80922,Scrophulariaceae,Verbascum,Verbascum blattaria L.
4828,80944,Orchidaceae,Ophrys,Ophrys fuciflora (F.W.Schmidt) Moench
4829,8099,Iridaceae,Iris,Iris lutescens Lam.
4830,80995,Orchidaceae,Ophrys,Ophrys apifera Huds.
4831,81006,Iridaceae,Iris,Iris lutescens Lam.
4832,81021,Ericaceae,Rhododendron,Rhododendron ferrugineum L.
4833,81030,Scrophulariaceae,Verbascum,Verbascum thapsus L.
4834,81036,Scrophulariaceae,Verbascum,Verbascum thapsus L.
4835,8105,Rosaceae,Crataegus,Crataegus monogyna Jacq.
4836,81063,Scrophulariaceae,Verbascum,Verbascum thapsus L.
4837,81092,Amaryllidaceae,Narcissus,Narcissus assoanus Dufour
4838,81116,Orchidaceae,Ophrys,Ophrys aranifera Huds.
4839,81145,Orchidaceae,Ophrys,Ophrys lutea Cav.
4840,81150,Orchidaceae,Ophrys,Ophrys passionis Sennen
4841,81151,Geraniaceae,Geranium,Geranium robertianum L.
4842,8116,Orchidaceae,Ophrys,Ophrys insectifera L.
4843,81176,Rosaceae,Rosa,Rosa spinosissima L.
4844,81184,Geraniaceae,Geranium,Geranium sanguineum L.
4845,81209,Campanulaceae,Campanula,Campanula rapunculus L.
4846,81257,Amaryllidaceae,Narcissus,Narcissus dubius Gouan
4847,81258,Amaryllidaceae,Narcissus,Narcissus assoanus Dufour
4848,81274,Amaryllidaceae,Galanthus,Galanthus nivalis L.
4849,81277,Scrophulariaceae,Verbascum,Verbascum pulverulentum Vill.
4850,81283,Lamiaceae,Lavandula,Lavandula stoechas L.
4851,81292,Rosaceae,Crataegus,Crataegus monogyna Jacq.
4852,81298,Campanulaceae,Campanula,Campanula patula L.
4853,81308,Rosaceae,Crataegus,Crataegus azarolus L.
4854,81309,Geraniaceae,Geranium,Geranium nodosum L.
4855,8132,Amaryllidaceae,Narcissus,Narcissus tazetta L.
4856,81345,Fabaceae,Wisteria,Wisteria sinensis (Sims) Sweet
4857,81369,Rosaceae,Crataegus,Crataegus germanica (L.) Kuntze
4858,81382,Geraniaceae,Geranium,Geranium lucidum L.
4859,81400,Geraniaceae,Geranium,Geranium pyrenaicum Burm.f.
4860,81426,Orchidaceae,Ophrys,Ophrys fuciflora (F.W.Schmidt) Moench
4861,81473,Campanulaceae,Campanula,Campanula trachelium L.
4862,81492,Liliaceae,Tulipa,Tulipa sylvestris L.
4863,815,Geraniaceae,Geranium,Geranium nodosum L.
4864,81563,Geraniaceae,Geranium,Geranium rotundifolium L.
4865,81564,Lamiaceae,Lavandula,Lavandula stoechas L.
4866,81583,Geraniaceae,Geranium,Geranium rotundifolium L.
4867,81606,Campanulaceae,Campanula,Campanula rapunculus L.
4868,81626,Geraniaceae,Geranium,Geranium sylvaticum L.
4869,81651,Rosaceae,Crataegus,Crataegus laevigata (Poir.) DC.
4870,8166,Amaryllidaceae,Narcissus,Narcissus tazetta L.
4871,81665,Orchidaceae,Ophrys,Ophrys lutea Cav.
4872,81675,Campanulaceae,Campanula,Campanula medium L.
4873,81723,Campanulaceae,Campanula,Campanula patula L.
4874,81731,Rosaceae,Rosa,Rosa canina L.
4875,81767,Campanulaceae,Campanula,Campanula patula L.
4876,81790,Orchidaceae,Ophrys,Ophrys virescens Philippe
4877,81800,Rosaceae,Crataegus,Crataegus monogyna Jacq.
4878,8181,Scrophulariaceae,Verbascum,Verbascum thapsus L.
4879,81815,Geraniaceae,Geranium,Geranium phaeum L.
4880,81826,Rosaceae,Crataegus,Crataegus azarolus L.
4881,81839,Rosaceae,Rosa,Rosa canina L.
4882,81867,Amaryllidaceae,Narcissus,Narcissus tazetta L.
4883,81868,Geraniaceae,Geranium,Geranium robertianum L.
4884,81878,Geraniaceae,Geranium,Geranium pusillum L.
4885,81908,Amaryllidaceae,Narcissus,Narcissus assoanus Dufour
4886,8192,Orchidaceae,Ophrys,Ophrys lupercalis Devillers & Devillers-Tersch.
4887,81944,Iridaceae,Iris,Iris lutescens Lam.
4888,81950,Campanulaceae,Campanula,Campanula patula L.
4889,81972,Rosaceae,Crataegus,Crataegus germanica (L.) Kuntze
4890,82008,Geraniaceae,Geranium,Geranium molle L.
4891,82025,Iridaceae,Iris,Iris lutescens Lam.
4892,82026,Campanulaceae,Campanula,Campanula rhomboidalis L.
4893,82034,Rosaceae,Crataegus,Crataegus laevigata (Poir.) DC.
4894,82059,Rosaceae,Rosa,Rosa pendulina L.
4895,82063,Orchidaceae,Ophrys,Ophrys scolopax Cav.
4896,82075,Oleaceae,Jasminum,Jasminum fruticans L.
4897,82078,Iridaceae,Iris,Iris foetidissima L.
4898,82091,Ericaceae,Rhododendron,Rhododendron ferrugineum L.
4899,82107,Geraniaceae,Geranium,Geranium molle L.
4900,82159,Rosaceae,Crataegus,Crataegus monogyna Jacq.
4901,82167,Rosaceae,Crataegus,Crataegus monogyna Jacq.
4902,82179,Amaryllidaceae,Narcissus,Narcissus tazetta L.
4903,82205,Rosaceae,Crataegus,Crataegus azarolus L.
4904,82219,Rosaceae,Crataegus,Crataegus monogyna Jacq.
4905,82222,Rosaceae,Crataegus,Crataegus monogyna Jacq.
4906,82259,Campanulaceae,Campanula,Campanula persicifolia L.
4907,8227,Oleaceae,Jasminum,Jasminum fruticans L.
4908,82277,Rosaceae,Crataegus,Crataegus monogyna Jacq.
4909,82286,Rosaceae,Crataegus,Crataegus monogyna Jacq.
4910,82328,Geraniaceae,Geranium,Geranium pyrenaicum Burm.f.
4911,82338,Rosaceae,Crataegus,Crataegus germanica (L.) Kuntze
4912,82340,Campanulaceae,Campanula,Campanula medium L.
4913,82354,Rosaceae,Crataegus,Crataegus laevigata (Poir.) DC.
4914,82359,Rosaceae,Crataegus,Crataegus monogyna Jacq.
4915,82363,Rosaceae,Crataegus,Crataegus monogyna Jacq.
4916,82405,Scrophulariaceae,Verbascum,Verbascum thapsus L.
4917,82414,Orchidaceae,Ophrys,Ophrys scolopax Cav.
4918,82443,Scrophulariaceae,Verbascum,Verbascum blattaria L.
4919,82449,Rosaceae,Crataegus,Crataegus germanica (L.) Kuntze
4920,82452,Scrophulariaceae,Verbascum,Verbascum thapsus L.
4921,82456,Orchidaceae,Ophrys,Ophrys aranifera Huds.
4922,82489,Orchidaceae,Ophrys,Ophrys speculum Link
4923,82500,Ericaceae,Rhododendron,Rhododendron ferrugineum L.
4924,82511,Campanulaceae,Campanula,Campanula rapunculus L.
4925,82512,Rosaceae,Crataegus,Crataegus monogyna Jacq.
4926,82549,Rosaceae,Crataegus,Crataegus monogyna Jacq.
4927,82590,Ericaceae,Rhododendron,Rhododendron ferrugineum L.
4928,82603,Oleaceae,Jasminum,Jasminum fruticans L.
4929,82612,Amaryllidaceae,Galanthus,Galanthus nivalis L.
4930,82614,Amaryllidaceae,Narcissus,Narcissus pseudonarcissus L.
4931,82641,Rosaceae,Crataegus,Crataegus germanica (L.) Kuntze
4932,82689,Rosaceae,Crataegus,Crataegus germanica (L.) Kuntze
4933,82724,Scrophulariaceae,Verbascum,Verbascum lychnitis L.
4934,82736,Campanulaceae,Campanula,Campanula rotundifolia L.
4935,82760,Iridaceae,Iris,Iris foetidissima L.
4936,82762,Scrophulariaceae,Verbascum,Verbascum sinuatum L.
4937,82791,Geraniaceae,Geranium,Geranium sanguineum L.
4938,8280,Campanulaceae,Campanula,Campanula glomerata L.
4939,82841,Campanulaceae,Campanula,Campanula trachelium L.
4940,82854,Rosaceae,Crataegus,Crataegus monogyna Jacq.
4941,82863,Campanulaceae,Campanula,Campanula persicifolia L.
4942,82879,Orchidaceae,Ophrys,Ophrys apifera Huds.
4943,82881,Rosaceae,Crataegus,Crataegus monogyna Jacq.
4944,82884,Orchidaceae,Ophrys,Ophrys virescens Philippe
4945,82889,Rosaceae,Crataegus,Crataegus monogyna Jacq.
4946,82892,Ericaceae,Rhododendron,Rhododendron ferrugineum L.
4947,82905,Orchidaceae,Ophrys,Ophrys virescens Philippe
4948,82929,Rosaceae,Crataegus,Crataegus monogyna Jacq.
4949,82936,Liliaceae,Tulipa,Tulipa sylvestris L.
